text,text_name
"?<text_id=""R14N011"">
Diabetes can't block Verity
QUEENSLAND Firebird Verity Simmons had just two questions for her doctor after being diagnosed with Type 1 diabetes.
""I asked can I eat chocolate, and can I play netball? And they said yes,"" she recalled. ""I was cool with that."" This ""glass half full"" philosophy is typical of the manner with which the adopted Queenslander attacks every facet of life.
Whether it is today's ANZ Championship grand final in Melbourne or launching into one of her favourite surf breaks, Simmons is a nonstop whirr of positive energy.
From her formative years spent on her grandparents' property at Grafton, in the Clarence River Valley on the NSW Mid-North Coast, the country girl has always been inquisitive and active.
Which is why learning she had diabetes was such a critical moment. Simmons was 17 at the time, and unable to explain why she was constantly fighting fatigue. The diagnosis answered some questions but the rest she had to figure out for herself.
It took another four years for her to really understand the condition. Now 23, Simmons has been joined in Brisbane by her mum Carol, and is cosy in a long-distance relationship with professional rugby player Nathan Charles, the Western Force hooker who last week made his Wallabies debut.
",R14N011
"?<text_id=""H13N024"">
Pregnancy weight warning for mums
NEW mothers who don't lose baby weight are more at risk of high blood pressure and diabetes the next time they are pregnant, experts warn.
Even a small weight gain increased the odds of problems, which can lead to birth defects and future health issues, a study by Belgium's Leuven University Hospital has found.
Women of healthy weight were most affected.
Almost 8000 women who had their first two children from 2009 to 2011 took part in the study.
Women who were healthy or underweight before their first pregnancy but then retained two BMI units or more in weight - equivalent to about 5kg for a 162cm woman - were four times as likely to have high blood pressure in their second pregnancy.
Those who retained three or more BMI units after pregnancy were twice as likely to have diabetes in their next pregnancy.
Women who started out overweight and retained 5kg were twice as likely to give birth by caesarean section. The study did not say why health risks differed between slim and overweight women.
",H13N024
"?<text_id=""V17N018"">
Drink to dodging diabetes 
GOOD news for tipplers, less so for teetotallers. Booze wards off type-2 diabetes, according to Danish research.
But - and with medical research there are always buts - it also found that women who drink spirits frequently have an increased risk of developing the disease.
The findings, based on data from 70,551 Danish adults, show a link between drinking alcohol three to four times a week and a reduced risk of type-2 diabetes, compared with teetotallers.
Wine drinkers were the least likely to develop diabetes, followed by beer drinkers, but spirits offered no benefit for men and increased women's chance of diabetes, the authors say.
The study, by researchers at the University of Southern Denmark and published in the European diabetes journal Diabetologia, examined the effects of drinking frequency on diabetes risk, and also considered association with specific beverage types.
The study used data from the Danish Health Examination Survey from 2007-08, where adults completed a questionnaire including items on lifestyle and health, and followed it up until 2012.
Lead author Professor Janne Tolstrup said the study excluded people already with diabetes, as well as women who were pregnant or who had recently given birth, due to likely changes in drinking habits.
The data was adjusted for age, sex, level of education, body mass index, smoking status, diet (frequent or infrequent intake of fibre-rich bread or grain, vegetables, salad, fruit and fish), leisure time activity, current or previous hypertension and family history of diabetes.
During the follow-up, 859 men and 887 women developed diabetes. The lowest risk of developing diabetes was found in individuals consuming moderate amounts of alcohol.
Men consuming 14 drinks a week were found to have a 43 per cent lower risk of diabetes relative to no alcohol intake, and women having nine a week had a 58 per cent lower risk compared with women who did not drink at all.
In terms of frequency, the data revealed that drinking alcohol three to four days a week gave the lowest risk of diabetes - a 27 per cent lower risk in men and 32 per cent lower risk in women - when compared to those drinking less than one day a week.
The study found no clear evidence of an association between binge drinking and diabetes risk, which the authors suggest may be due to low statistical power since few participants reported binge drinking.
Prof Tolstrup says: ""Our findings suggest that alcohol drinking frequency is associated with the risk of diabetes and that consumption of alcohol over three to four weekdays is associated with the lowest risks of diabetes."" Australia's National Health and Medical Research Council guidelines on alcohol state: ""For healthy men and women, drinking no more than two standard drinks on any day reduces the lifetime risk of harm from alcohol-related disease or injury.""
",V17N018
"?<text_id=""A13NN001"">
Fruitful endeavour
A honeymoon in Greece awakened a love of olives, but it was a chronic disease that led this family to create these groves
BRODIE Higgs was 13 when doctors discovered he had type 1 diabetes, one of Australia's most chronic childhood diseases. His symptoms included a raging thirst and inexplicable weight loss, and treatment entailed insulin injections up to six times a day. Distressed by the diagnosis, parents Steve and Roey began a journey of self-education to discover how best to manage the disease.
The year was 1993 and the Higgses had just sold their cattle farming property and bought more than 400ha near Merriwa in northwest NSW. ""We were starting to get disenfranchised with cattle farming,"" recalls Roey, sitting on the veranda of the couple's Georgian home and gazing out on row upon row of olive trees in the distance. ""It just didn't feel right any more, its use of the land. The way it denudes the country of trees and compacts the soil just didn't feel sustainable. We were looking for something healthier to farm and after Brodie was diagnosed Steve started to do a lot of research.""
That research changed the family's lives. Not long after, Steve - also a corporate financier and one-time chairman of Orlando Wines - became chairman of what was then a Sydney-based parents' support group, Juvenile Diabetes Research Foundation. Today Steve is still chairman, and the charity is global and raises $10 million a year for the aim of finding a cure for type 1 diabetes. Steve is also chairman of the Glycemic Index Foundation, a not-for-profit company supported by the University of Sydney and JDRF that aims to make healthy eating choices easier by a system of labelling low-GI foods.
""When Brodie was diagnosed, the words anti-oxidants, oxidative stress and free radicals became part of our vocabulary,"" says Steve, 62. ""Type I diabetes is a premature ageing disease and ageing is caused by oxidative stress on the body. Sadly the cards are stacked against young people today; (our) whole way of life - the environment, preservatives in our food, technology, travel - is putting so much stress on our bodies that we can't cope. There are lots of natural anti-oxidant mechanisms in the body, but not enough to combat the overload of oxidative stress.
""To counter that stress, everything we eat needs to have a huge amount of anti-oxidants, and extra-virgin olive oil is one of the most powerful antioxidants there is. The answer to what Roey and I needed to start farming was staring us in the face.""
Steve and Roey began planting olive trees with Brodie and daughters Ali and Tori working alongside.
""When we understood the health qualities, it just felt right,"" Roey says. ""Our extra-virgin is basically just like a squeezed juice except it is freshly squeezed olives and absolutely nothing else. When we started out we still rather naively had the notion that olive groves were soulful and romantic, after our honeymoon in Greece."" She laughs and adds ruefully that years of hard yakka have put paid to that sentimental notion.
""We originally planted 50 trees in the corner of the house paddock to see if they would grow, and we didn't water them much or nurture them and they did quite well. So every school holidays after that we would drag the kids up the hills and mark out lines and put the trees in.""
During the next 15 years the Higgses planted 60,000 trees. ""It was hard work at the time but it proved to be the right decision because having that many trees means we could have our own harvester and press and be self-sufficient,"" Roey says.
Today the Higgses have one of the largest family-owned groves in Australia, with their label ROSTO - Roey and Steve's Olive Oil - producing about 150,000 litres of EVOO a year. Ali, 39, Tori, 37, and Brodie, 33, are all still directly involved in the business. Singapore-based Ali does the accounts, Sydneysider Tori the marketing and Brodie, a filmmaker, looks after the online, graphic and visual elements. Steve and Roey tend the trees, oversee the annual harvest and undertake the all-night pressing sessions. Roey is master blender and mixes the nine olive varieties to get the required flavour for the brand's two blends, ROSTO Extra Oomph, and ROSTO Mellow. The family also has started exporting to China.
And Brodie's disease is under control and free of the complications he suffered in the early days.
""Complications of this type are common but the use of diet and foods rich in anti-oxidants can help prevent them,"" Roey says. ""The fact the oil we produce is full of anti-oxidants and is a really healthy product means a lot to us, especially in view of Brodie's diagnosis all those years ago. It would make me sick to think I was selling an unhealthy product to people."" ROSTO will be at FEVOO Harvest 2013 in Sydney on July 10, with special guest Stephanie Alexander.
fevoo13.com
",A13NN001
"?<text_id=""H13N014"">
Promise of diet drink false, says study
A DIET soft drink a day could be making you fat, more likely to get diabetes and at higher risk of cardiovascular disease.
Artificial sweeteners in the drinks are meant to provide the taste without the calories.
But a major review of scientific studies suggests they may interfere with the body's normal energy regulation.
Researcher Susan Swithers, of Purdue University in the US, says sweet tastes normally trigger a psychological response that signals the arrival of nutrients in the stomach.
However, research shows that when no such energy burst follows, over time this appears to weaken the body's response to a sweet taste.
""By weakening the validity of sweet taste as a signal... consumption of artificial sweeteners could impair energy and body weight regulation,"" she says in a paper published in Trends in Endocrinology and Metabolism.
The research looked at 15 large health studies from around the world that included data on artificial sweetener consumption over the past 40 years.
The clear conclusion was that there was ""little support for artificially sweetened beverages in promoting weight loss or preventing negative health outcomes such as type 2 diabetes, metabolic syndrome (increased blood pressure, high fasting blood glucose, large waist circumference, high cholesterol), and cardiovascular events"".
Some studies suggested people who regularly consumed artificially sweetened beverages were at greater risk.
The San Antonio Heart study of 1250 men and women found risk of weight gain and obesity were greater in those consuming artificially sweetened beverages.
A European study of health professionals of around 40,000 men found the risk of type 2 diabetes doubled for the heaviest drinkers of artificially sweetened beverages.
The nurses health study, which included more than 88,000 women, found the risk for type 2 diabetes was increased by consuming only one artificially sweetened beverage a day.
",H13N014
"?<text_id=""O13N014"">
Big challenge for brave little girl
THE youngest Tasmanian diagnosed with Type 1 diabetes, Gracie Bennett, was taking it all in her stride yesterday for the annual Walk to Cure Diabetes.
It is the second year the event has been held in Tasmania, having raised more than $28 million for research over the past 20 years on the mainland.
Sharon Bennett said when her only child was diagnosed at 21 months, it devastated the family.
""I felt like my heart had been ripped out of my chest,"" Ms Bennett said.
""She will be insulin-dependent for the rest of her life.
""It's been a roller-coaster for the whole family. We are learning more every day.""
Type 1 diabetes happens when the pancreas does not produce insulin because the cells that make insulin have been destroyed by the immune system.
There is no cure yet.
Type 2 diabetes is caused by eating poorly and a lack of exercise.
More than 25,400 Tasmanians are living with diabetes.
Warning signs for Type 1 may include thirst, frequent urination, lethargy, blurred vision, sudden weight loss, infections or wounds that don't heal, constant hunger, and mood swings.
",O13N014
"?<text_id=""W17N003"">
Diabetes study wants exercise with balance
WA researchers are recruiting young people with diabetes into a study to see how blood sugar levels affect how they exercise.
Doctors often encourage people with type 1 diabetes to exercise, but it can cause their blood sugar levels to go too high or low, making some wary about working out.
Diabetes Research WA has given researchers $80,000 to look at the impact of blood sugar levels on exercise performance.
DRWA executive director Sherl Westlund said rates of type 1 diabetes were rising in Australia so more research was needed to help people cope with the condition.
Project supervisor Karen Rothacker, an endocrinology and diabetes researcher at Princess Margaret Hospital, said type 1 diabetes was an auto-immune disease and not caused by an unhealthy lifestyle.
But regular physical activity reduced a patient's risk of cardiovascular disease and stress, and helped control their weight.
""However, because exercise can cause blood sugar levels to go too high or too low, it can create issues in managing type 1 diabetes, which may deter those with it from engaging in physical activity,"" Dr Rothacker said.
""We suspect that exercising with high blood glucose levels negatively impacts exercise performance and we also want to look at the differences when exercising with standard or low insulin rates.""
Dr Rothacker said she hoped the research would give doctors and diabetes educators a clear picture of how blood sugars and insulin affected exercise performance, and this could help people with type 1 diabetes to perform at their best.
The project is recruiting 22 people with type 1 diabetes aged 14 to 26 who have had diabetes for more than a year.
They include Noah Fleming, 16, of Churchlands, who was diagnosed at age 14.
Diabetes Research WA, which is based at Royal Perth Hospital, was established in 1976 to stimulate research into diabetes in WA.
It has distributed more than $5 million for this work.
For information, go to diabetesresearchwa.com.au; call 9224 1006.
Exercise can cause blood sugar levels to go too high or too low.
Endocrinology and diabetes researcher Karen Rothacker
",W17N003
"?<text_id=""C16N001"">
Diabetics face higher bills, health risks under new cuts: doctors
Diabetics could be out of pocket hundreds of dollars each year for their treatment if cuts to pathology go ahead, which could ultimately raise the risk of health complications including kidney disease, doctors warn. Health Minister Sussan Ley flagged plans to cut and limit bulk-billing incentive payments for pathology and diagnostic imaging services last month, saving the government $650million over four years. Dr Nick Musgrave, president of Pathology Australia, said that without the payment, most pathology services would no longer be bulk-billed. Major pathology providers have already indicated they will pass losses from the cuts on to patients. About 1.7 million Australians with diabetes, he said, could have to pay more than $400 upfront for a year of standard blood and urine tests to monitor their kidneys and risk of heart disease. Higher costs could deter some patients from doing the tests ""making management of their diabetes more difficult for their doctors, and will result in an increase in complications of diabetes including kidney disease and blindness"", Dr Musgrave said. This follows reports that the Royal College of Pathologists of Australasia said pap smears could cost women at least $30 upfront if the cuts go ahead. Ms Ley's spokesman last week said that the government was not changing the Medicare rebate for pap smears but removing an ""inefficient payment"" to pathology firms. Patients would be ""rightly suspicious"" of providers claiming they will raise costs to make up losses, he said. Dr Musgrave said that even with the rebate, patients with diabetes will still be left about $270 out of pocket a year, as the Medicare rebate for pathology services had been frozen for the past 20 years: ""It doesn't matter how the government would like to construct the funding of the tests, [the bulk-billing incentive is] part of the overall funding for them."" Diabetes educator and nurse Cheryl Steele said that Type 2 diabetes patients over 50 years, including pensioners, were most likely to forgo pathology tests, risking kidney and cardiovascular diseases. ""We have patients who will take medication for blood pressure this month and cholesterol next month because they can't afford it all,"" Ms Steele said. ""Anything that puts extra burden on them to maintain good health will ultimately end up costing more hospital beds."" Dr Musgrave said that higher pathology fees could also deter patients from getting tested for conditions that do not display obvious initial symptoms, including cervical, bowel and prostate cancers. Ms Ley's spokesman said the Medicare rebate for pathology tests remained the same, and the tests were still covered by the Medicare Safety Net. He called pathologists' warnings ""opportunistic"", saying it ""shows this debate is really about protecting profits, not patients"".
",C16N001
"?<text_id=""R15N015"">
Caffeine in drinks link to diabetes
CAFFEINATED energy drinks cause a 25 per cent spike in teenagers blood glucose and insulin levels even when they contain no sugar, alarming new research shows.
A study to be presented to a world diabetes conference in Vancouver, Canada, has found the caffeine alone in the drinks could predispose people to diabetes and heart disease.
About 30 per cent of teenagers and half of all young adults consume the drinks, which have been associated with a handful of deaths worldwide and over 300 health events, including 128 hospitalisations in Australia.
Consumption of the drinks in Australia surged fivefold in the decade to 2010 and some experts are calling for them to be banned from sale to those aged under 18.
The chief concern is the amount of caffeine they contain and the fact they are aggressively marketed to children.
Energy drinks typically contain about 80mg of caffeine.
Deakin University research has found, on average, children first use these drinks at the age of 10 in Australia. Children and adolescents are much more likely to ingest higher amounts of caffeine per kilogram of body mass when they consume these drinks.
",R15N015
"?<text_id=""O14NN006"">
Saddled up for diabetes 
WHEN 78-year-old Kathleen Wordsworth tells people she's going on a charity bike ride around China next month they often think she's joking.
Before signing up for the expedition, which raises funds for people with diabetes, the Beaconsfield retiree had rarely ridden a bicycle and had never been on an adventure holiday.
But the type 1 diabetic likes a challenge and was keen to help others with her condition.
So she bought a bike and has been riding 8-10km three times a week for several months to prepare for the 16-day trip, which will involve riding up to 70km a day with a small group.
""I loved biking as a kid but I hadn't done anything for years and years,"" said Mrs Wordsworth who was born in England and lived in New Zealand for 30 years before moving to Australia and eventually settling in Tasmania 12 years ago.
""I love it. It gets me out and about,"" she said.
She was 15 when she was diagnosed with diabetes and remembers using a Bunsen burner and test tube to boil her urine to test her blood sugar levels. The trip is run by Caroline van Riet, whose last cycling trip to Vietnam and Cambodia raised about $40,000 for Diabetes Tasmania and other services.
",O14NN006
"?<text_id=""O15NN002"">
Diabetes huge health issue for Tasmanians
Politicians are on their bikes to fight it, write Guy Barnett and Caroline Wells
Tasmanian politicians and community members celebrated the 10th anniversary of the Tasmanian Pollie Pedal last weekend with a ride through the Coal River Valley, Huon Valley and Derwent Valley.
The annual event raises money for Diabetes Tasmania and covers about 300km during the three-day event.
Since the event started a decade ago more than 3000km has been covered and $430,000 raised to support Tasmanians with diabetes, those at risk and also to promote a healthy lifestyle to Tasmanians.
The bike ride is the flagship fundraising event of the year for the charity and helps Diabetes Tasmania to continue its work.
We engage schools and communities throughout Tasmania on this cycling journey. The community support has been fantastic with some people just stopping us in the street offering support.
Tasmania's hilly geography can be hard work, but it's for a great cause. Type 2 diabetes is the fastest growing chronic disease in Australia. Complications associated with the disease are devastating.
Diabetes is the leading cause of preventable blindness, lower limb amputation and the single most common cause of kidney failure.
Heart attacks and strokes are four times more likely in people with diabetes. There are 27,000 Tasmanians diagnosed with diabetes and a further 10,000 undiagnosed with type-2 diabetes, which is sometimes referred to as a lifestyle disease, although age and family history are also risk factors.
This is a ticking health bomb with another 45,000 Tasmanians having pre-diabetes, meaning they are at high risk of developing type-2 diabetes.
A further 3000 Tasmanians have type-1 diabetes which requires multiple daily insulin injections or insulin delivered constantly through an insulin pump.
Diabetes Tasmania has been able to provide support and care for children with diabetes, including four camps per year providing hands-on advice and education as well as supporting the families of these children in need.
Diabetes Tasmania has established TOYS (Type One Youth Support) programs which includes the promotion of diabetes friendly schools and health promotion through events such as the School Triathlon Challenge which encourages participation at every level.
The ""Adopt a Kid in your Life"" program assists grandparents and other carers to support children with type 1 diabetes that may require up to 5 injections per day and the careful management of food intake and exercise.
The Diabetes Tasmania Healthy Shopping Tours and various education and awareness initiatives promoting healthy living also benefit from the funds raised.
The 21st-century has brought with it access to energy dense processed food that is high in salt, fat and sugar.
It is hard for all of us, especially for children swamped with new technologies and a more modern sedentary lifestyles, including non-active transport and urban living.
All these are pressures are fighting against healthy living. The Tasmanian Pollie Pedal is designed to make a difference and it has, since it started 10 years ago.
We have helped thousands of Tasmanians and we want to continue it for many years into the future.
MP Guy Barnett is a Diabetes Australia Ambassador and Caroline Wells is chief executive of Diabetes Tasmania. The Tasmanian Pollie Pedal was started 10 years ago by Mr Barnett when he was a senator for Tasmania.
",O15NN002
"?<text_id=""G16N006"">
Diabetes figures scary for insurers
Hospitals faced a surge of type two diabetes patients over the past three years, alarming health insurance companies about their growing medical bills.
Medibank chief medical officer Linda Swan said the figures sent a clear signal to the health fund that it needed to staunch the spiralling cost of type two diabetes.
""We've been hearing about the epidemic of diabetes for years, but it's not until you see the stark reality that you see this is growing at an extraordinary rate and clearly we're not doing enough,"" Dr Swan said.
Dr Swan said most type two diabetes hospital presentations were avoidable, but the quandary was how to prevent them in the most efficient way.
""We're seeing in Australia an ageing population and an increasing number of people with chronic disease and obviously that's driving the cost of health care, but what we're hearing from our members is they don't want to pay more for health care.
""That's the challenge our industry faces,"" she said.
Diabetes Australia chief executive Greg Johnson said the disease threatened to overwhelm the viability of the national health system, with 4400 amputations performed in hospitals each year and 10,000 admissions due to ulcers and foot sores, many of them preventable.
""Diabetes is a very significant driver of hospitalisations when you look at all of the complications,"" Professor Johnson said.
""I think health insurers are very worried because they're substantial funders of the hospitals.
""People with diabetes are potentially big costs to them and they're starting to wake up to that and do programs that keep people healthy.""
",G16N006
"?<text_id=""V14N010"">
Protein may cure diabetes 
SCIENTISTS have discovered a treatment for type 2 diabetes which could reverse the fast-growing disease.
The researchers found that a protein which is already naturally produced in the body cured the disease in mice and they are confident that it could be easily replicated in humans.
The protein, called FGF1, already plays a natural role in human cell growth and tissue repair - but it never usually enters the blood stream.
Diabetes experts found that when the protein was injected into a muscle and interacted with the blood, it dramatically reduced blood sugar levels.
Crucially, the protein also seems to reverse the root cause of type 2 diabetes - making the metabolic system react to insulin when it had been failing to do so. In obese mice with a rodent version of type 2 diabetes, just one injection of the protein FGF1 restored blood sugar levels to a healthy range for more than two days. Continued treatment with the protein reversed insulin insensitivity.
",V14N010
"?<text_id=""R15N013"">
Weekend lie-in dangerous to health
HAVING a lie-in on the weekend could raise the risk of diabetes and heart disease, researchers have warned.
Even moderate changes to the time you get up, such as waking early for work in the week or sleeping in on a day off, could lead to ill health.
Researchers have long recognised that shift workers can suffer increased ill health because of the continual disruption to the circadian system, or natural body clock. They are more likely to develop heart disease and type 2 diabetes than those with regular day shifts.
In the latest study, middle-aged individuals who got up at odd hours were found to have raised levels of fat in their blood and less of a compound that lowers blood sugar levels.
The research, published in the Journal of Clinical Endocrinology and Metabolism, is the first to link so-called ""social jetlag"" in non-shift workers with metabolic illnesses, such as diabetes. Researchers said bosses need to consider the impact of work on sleep and health. Participants who had a greater misalignment between their sleep schedules on free and work days tended to have poorer cholesterol profiles, higher fasting insulin levels, larger waist circumference, higher body-mass index and were more resistant to insulin.
",R15N013
"?<text_id=""H14N018"">
MOTHER'S LITTLE LIFESAVER
A SEVEN-year-old girl is being hailed as a hero for saving her mother's life when the woman almost died after an encounter with a chocolate cake.
Sara Beale, a type 1 diabetic, collapsed after she gave herself too much insulin so she could have a slice of her daughter's birthday cake. The 34-year-old's blood glucose levels dropped dangerously low - a condition called hypoglycaemia - because the cake was not as sugary as she expected.
Her daughter, Alex, tried to use her mobile phone to call triple 0, but couldn't unlock it.
Knowing she had to act quickly to save her mum's life, Alex got their two dogs and three-year-old sister to guard Sara while she ran next door to get help.
Neighbour Lynne Griffin grabbed her phone, called triple 0 and rushed to her aid.
When she found Mrs Beale, she noticed that Alex had even tried to give her some lollies to increase her blood glucose levels.
Ambulance Victoria Wonthaggi team manager Danny Slattery said paramedics were astounded by Alex's calm demeanour and quick thinking.
""This potentially saved her life,"" he said.
Alex, who now says she wants to be a paramedic, received an Ambulance Victoria bravery award yesterday.
",H14N018
"?<text_id=""V16N021"">
Diet no diabetes cure
DEVOTEES of the Paleo diet shouldn't bank on it beating type 2 diabetes now that a leading health researcher is warning there is no evidence that eating like our ancestors helps the medical condition.
Obesity is a major risk factor in developing type 2 diabetes, and while the cave-man diet involves avoiding processed food and refined sugars, it also involves cutting out important sources of fibre and calcium, such as wholegrains and diary.
Advocates of the diet, including chef Pete Evans, believe it is an effective way to reduce weight and gain glycaemic control, while some people even claim it can get them off their diabetes medication.
Associate Professor Sof Andrikopoulos, a researcher at the University of Melbourne Department of Medicine, at Austin Hospital, reviewed all the scientific, peer-reviewed evidence on the diet. Writing in the Medical Journal of Australia, he said: ""The evidence is that there is no evidence that this (Paleo) diet is good for diabetics.""
",V16N021
"?<text_id=""W14N016"">
John Rando AGE: 66 Type 2 diabetes 
It took a stroke and a close brush with death 18 years ago for criminal defence lawyer John Rando to take his type 2 diabetes seriously.
""It virtually wiped the slate clean and I had to re-learn everything, the good part of that was I took a lot more care and began to re-educate myself, I read a lot more about health and what to do and what not to do,"" he said.
Mr Rando was lucky to survive the stroke, a leading cause of death in people living with diabetes, but was left unable to walk, talk or do any of the things he had taken for granted all his life.
""It took a couple of years before I could string sentences together and eventually I was able to get back into the law which was a bit of a miracle,"" he said.
Now fitter than he's ever been, the charismatic 66-year-old strongly believes we all need to become our own ""health guru"". He said when looking after their health people forgot about the vital third element, along with diet and exercise, which was mindset. Without that, he said, people who made gains too easily fell back into bad habits.
Mr Rando was diagnosed with type 2 diabetes in his late 30s but the condition was not well managed.
""I was completely overweight and my blood sugars and everything were out of control,"" he said.
At the time of the stroke, his blood-sugar level was around 20mmol/L, now it is well within the healthy range at 5.8mmol/L
Keeping a diary has since allowed him to be more mindful and he now takes time out every day to focus on his health.
'It virtually wiped the slate clean and I had to re-learn everything, the good part of that was I took a lot more care and began to re-educate myself, I read a lot more about health and what to do and what not to do.'
",W14N016
"?<text_id=""W14N001"">
Diabetes centre closer
WA families of children with type 1 diabetes are a step closer to having their own support centre in an Australia-first move to help them deal with the medical condition.
The $3.4 million centre, to be known as the Telethon Juvenile Diabetes Family Centre, is being built in Stirling.
Long-time Telethon supporter and former Channel 7 weatherman Jeff Newman, who is driving the project, said the centre would offer medical support and help families manage the social and emotional issues surrounding the potentially fatal condition. The State Government has donated the land and building is expected to be finished within a year.
Health Minister Kim Hames said more than 1000 WA children had type 1 diabetes and 120 were diagnosed each year, putting a lot of stress on families.
Simone Nielsen's three-year-old son Cooper was diagnosed with type 1 diabetes a year ago. ""He's full of life, but you always have to be prepared when you're out if his blood sugar levels fall,"" she said.
Georgia Flood, 14, was diagnosed at seven years old and though she has tried not to let diabetes restrict her life, she has to be vigilant.
",W14N001
"?<text_id=""V16NN013"">
WHAT'S YOUR PROBLEM?
Red or white - benefits of drinking wine
Which is better for you: white wine or red? - I. S. (Rostrevor) Drinking red wine with dinner may improve the heart health of people with Type 2 diabetes, according to an Israeli study (The Advertiser 14/10/15). Introducing moderate wine consumption to teetotal patients led to healthier blood fat, including more 'good' cholesterol compared with 'bad', the trial showed.
Some individuals whose bodies broke down alcohol slowly also achieved better blood sugar control. White wine did not show the same benefits.
People with diabetes should discuss this with their doctor. Other studies have shown that red wine is high in antioxidants, which can help prevent certain cancers, help maintain a healthy heart and improve mental health too.
Red wine has been proven to contain levels of a natural compound called resveratrol, which is beneficial to improving the spinal bone density of those suffering from metabolic syndrome, a combination of diabetes, high blood pressure and obesity.
Calories need to be considered too. With rose, the sweeter the wine, the higher the calories; a large glass is around 200 calories.
With champagne, the drier styles are lower in calories (around 90), but sweeter varieties contain up to 160. Dessert wine has a higher content.
The Department of Health reminds the public that factors such as gender, age, mental health, drug use, and existing medical conditions can change how alcohol affects one.
Guidelines recommend that for healthy men and women, drinking no more than two standard drinks on any day reduces your risk of harm from alcohol-related disease or injury over a lifetime.
",V16NN013
"?<text_id=""D17N010"">
A cup of cheer for diabetics
WOMEN with diabetes who drink a cup of tea or coffee every day can expect to live a longer life.
Researchers who tracked more than 3000 diabetes sufferers over 11 years found that regular caffeine consumption was linked to women living longer compared to those who drank none at all.
But, unfortunately for men, it seemed the coffee and tea had no effect on males with the condition. The study, presented at the European Association for the Study of Diabetes' annual meeting in Lisbon, found women who consumed the caffeine equivalent of one cup of coffee a day were 51 per cent less likely to die during the 11 years, increasing to 57 per cent for two cups and 66 per cent for more. The University of Porto team found coffee drinking was linked to a lower risk of death from any cause, particularly cardiovascular disease, while women who drank tea appeared to be less likely to die from cancer. The researchers did not look at why the drinks had such an impact, but previous studies suggest antioxidant compounds in tea and coffee - rather than the caffeine itself - is probably responsible for the health benefits.
",D17N010
"?<text_id=""R13N008"">
Type 2 diabetes kills more young sufferers
YOUNG people with type 2 diabetes are twice as likely to die as those with type 1 diabetes, a study shows.
The research also points to cardiovascular disease as the leading cause of death in young people from the type 2 ""lifestyle disease"", usually associated with older people and considered less serious than its insulin-dependent type 1 counterpart.
The diabetes centre at Sydney's Royal Prince Alfred Hospital examined the records of patients diagnosed between the ages of 15 and 30 in the past 20 years.
""Despite getting the same treatment, the people with type 2 had double the risk of dying within that time,"" Dr Ted Wu said.
""It just shows the insidious nature of type 2 diabetes. Just because you're on tablets and not insulin (injections) doesn't mean it's not serious.""
Cardiovascular problems were the most common cause of death and occurred after a much shorter duration of diabetes than those with type 1.
",R13N008
"?<text_id=""W16N010"">
Push to treat obesity like a disease
A peak diabetes group wants obesity to be treated like a disease rather than trying to shame people with simplistic messages about losing weight and getting fit.
Diabetes Research WA said that while lifestyle factors could help, obesity and type 2 diabetes were complex diseases, with genetic and other influences.
Ahead of National Diabetes Week starting on July 10, executive director Sherl Westlund said obesity was a key factor for type 2 diabetes, and rates of both were rising.
""It's creating huge health issues as well as putting a lot of pressure on our health budgets, but there's still a widespread belief that the solution is as simple as telling people to lose weight and get fit,"" she said.
""While that sort of belief exists, there's a very real danger not enough will be done to ensure we help people deal with it.""
She said that while a healthy life-style was important, research showed that about one in three people were unlikely to be able to avoid developing type 2 diabetes even if they made significant changes.
Ms Westlund said changing the perception of obesity would pave the way for more medical interventions to help those affected by it.
""We're very hopeful that when obesity is seen as a medical condition the focus can shift away from blaming and shaming people who are impacted by it, to serious attention being put on the solutions,"" she said.
""Even when considering the 68 per cent of cases which could be prevented by maintaining a healthy body weight and exercising, the challenges many people face in doing this are undeniably massive.""
She said longer working hours, the affordability and availability of fresh food, fast food and a lack of structured nutrition education were contributing to overeating.
There was an urgent need to look at measures such as a sugar tax, more flexible working hours, weatherproof spaces to exercise, and a requirement for food outlets to offer downsized options.
",W16N010
